vehicle_id,model_name,brand,body_type,segment,usable_battery_kwh,real_range_km,efficiency_wh_km,acceleration_0_100_s,top_speed_km_h,towing_capacity_kg,price_eur,charging_time_min,max_charging_power_kw,horsepower_hp,torque_nm,maintenance_cost_euro_year,seating_capacity,boot_capacity_l,adas_level,safety_rating_euro_ncap,usage_type,energy_cost_euro_100km,insurance_rating,powertrain_type,fuel_type,segment_system,adas_level_clean,vehicle_classification
2021,Mazda II-3,Mazda,Pickup,B,0,516,700,9.3,228,2500,34760,0,0,174,239,519,4,0,1,4,Personal,14.23,4,Petrol,Petrol,Vehicle_Size,1,ICE
2022,Mercedes-Benz D3x,Mercedes-Benz,Pickup,C,1.6,900,453,10.3,232,2454,47013,0,0,190,303,529,5,0,1,3,Personal,7.79,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2023,Volkswagen PP-3,Volkswagen,SUV,C,0,926,496,11.2,202,1682,37537,0,0,110,157,572,7,788,0,3,Commercial,9.47,3,Petrol,Petrol,Vehicle_Size,0,ICE
2024,Peugeot L-Class,Peugeot,SUV,A,0,985,450,12.3,197,1751,25469,0,0,70,141,593,6,561,0,4,Personal,6.98,2,Diesel,Diesel,Vehicle_Size,0,ICE
2025,Alfa Romeo 555,Alfa Romeo,Hatchback,D,0,1100,450,9.6,237,936,52861,0,0,169,283,759,5,352,1,3,Personal,6.43,4,Diesel,Diesel,Vehicle_Size,1,ICE
2026,Seat D8 Pro,Seat,SUV,C,0,935,559,9.8,239,1660,42785,0,0,164,336,682,6,810,1,3,Commercial,9.21,5,Diesel,Diesel,Vehicle_Size,1,ICE
2027,Ford WW-8,Ford,Crossover,E,0,1100,489,6.2,250,1619,90278,0,0,322,482,587,7,646,2,4,Personal,8.07,7,Diesel,Diesel,Vehicle_Size,2,ICE
2028,Seat D-Class,Seat,Sedan,C,0,792,640,9.4,208,1001,42244,0,0,130,256,497,5,401,1,5,Personal,10.56,2,Diesel,Diesel,Vehicle_Size,1,ICE
2029,Koenigsegg EE-22,Koenigsegg,Crossover,C,0,916,548,10.2,202,1478,42001,0,0,134,221,692,7,575,1,4,Personal,9.05,4,Diesel,Diesel,Vehicle_Size,1,ICE
2030,Lexus II1,Lexus,MPV,C,17.4,900,402,8.2,248,1134,50160,55,0,211,295,656,6,958,1,5,Personal,5.27,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2031,Volkswagen I2x,Volkswagen,Hatchback,B,1.2,900,312,9.9,221,550,36324,0,0,123,214,648,5,304,1,4,Commercial,5.36,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2032,Volvo OO-33,Volvo,Sedan,C,0,1066,465,8.7,250,1055,49428,0,0,229,382,637,5,586,1,4,Personal,7.67,4,Diesel,Diesel,Vehicle_Size,1,ICE
2033,Skoda KK-44,Skoda,Sedan,D,0,988,562,9.9,250,757,55635,0,0,199,364,588,5,526,1,4,Commercial,9.28,4,Diesel,Diesel,Vehicle_Size,1,ICE
2034,Fiat D2 Pro,Fiat,Hatchback,B,0,733,524,9.8,242,365,36966,0,0,162,270,588,5,433,1,4,Sports,10.02,3,Petrol,Petrol,Vehicle_Size,1,ICE
2035,Mercedes-Benz HH8,Mercedes-Benz,Hatchback,C,0,1002,537,8.8,239,737,46914,0,0,175,304,440,5,307,1,4,Personal,8.86,4,Diesel,Diesel,Vehicle_Size,1,ICE
2036,Kia O1x,Kia,Crossover,E,0.9,900,397,6.4,250,1338,80462,0,0,303,410,608,6,673,2,4,Personal,6.82,5,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2037,Porsche 555,Porsche,Hatchback,C,0,874,499,10.3,200,687,44033,0,0,138,243,768,5,311,1,4,Commercial,9.54,3,Petrol,Petrol,Vehicle_Size,1,ICE
2038,Volkswagen V-Class,Volkswagen,Wagon,C,0,829,556,9.5,243,1039,41036,0,0,156,290,554,5,640,1,5,Personal,9.17,4,Diesel,Diesel,Vehicle_Size,1,ICE
2039,Lexus OO5,Lexus,Convertible,D,0,919,651,8.9,250,0,55210,0,0,222,445,631,2,273,1,4,Personal,10.74,5,Diesel,Diesel,Vehicle_Size,1,ICE
2040,Hyundai CC1,Hyundai,MPV,C,0,637,700,9.4,233,1208,47018,0,0,177,298,532,7,975,1,5,Personal,14.53,4,Petrol,Petrol,Vehicle_Size,1,ICE
2041,Citroën 888,Citroën,Crossover,A,0,575,617,10.6,204,1533,28703,0,0,111,187,697,5,589,0,4,Sports,11.79,2,Petrol,Petrol,Vehicle_Size,0,ICE
2042,Kia TT-8,Kia,Sedan,D,11.8,900,346,10.8,240,1061,53469,53,0,144,230,394,5,543,1,3,Personal,5,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2043,Nissan TT-7,Nissan,Hatchback,E,0,1100,508,8.5,250,700,80508,0,0,275,413,746,5,494,2,5,Personal,8.38,6,Diesel,Diesel,Vehicle_Size,2,ICE
2044,Porsche D-Class,Porsche,Sedan,A,1.6,895,448,11.2,190,913,28796,0,0,89,155,455,5,591,0,4,Personal,7.71,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2045,Cupra U7 Pro,Cupra,Pickup,B,0,697,632,10.4,202,2471,29374,0,0,93,160,428,3,0,0,4,Personal,12.07,2,Petrol,Petrol,Vehicle_Size,0,ICE
2046,Volkswagen W7 Pro,Volkswagen,Pickup,D,0,836,615,8.7,250,2500,56483,0,0,208,347,374,2,0,1,4,Personal,11.75,5,Petrol,Petrol,Vehicle_Size,1,ICE
2047,Alfa Romeo U2,Alfa Romeo,SUV,C,1.3,900,414,9,250,1664,52908,0,0,238,414,798,7,618,1,4,Personal,7.12,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2048,Toyota 222,Toyota,SUV,C,1.4,889,480,10.6,232,1747,46504,0,0,161,224,633,6,767,1,4,Personal,8.25,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2049,Audi 666,Audi,SUV,C,2,900,435,7.6,249,1800,57640,0,0,249,359,440,6,816,2,4,Personal,7.47,6,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2050,Skoda N1x,Skoda,Sedan,D,0,1100,481,10.7,246,791,54915,0,0,161,255,446,5,477,1,4,Commercial,7.93,3,Diesel,Diesel,Vehicle_Size,1,ICE
2051,DS Automobiles VV8,DS Automobiles,Pickup,C,1,900,439,8.4,247,2500,51783,0,0,219,356,504,3,0,1,4,Personal,6.52,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2052,Volkswagen TT-99,Volkswagen,Sedan,B,1,900,373,10.3,206,938,40375,0,0,157,239,604,5,384,1,4,Personal,6.41,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2053,Alfa Romeo N7,Alfa Romeo,SUV,B,1.6,900,470,11.7,203,1653,36351,0,0,148,200,524,5,506,1,4,Personal,8.08,2,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2054,Vauxhall G3,Vauxhall,SUV,C,15,900,355,7.8,250,1849,51147,21,0,225,358,476,6,792,1,4,Personal,5,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2055,Opel V6,Opel,Hatchback,E,0,993,640,9.1,250,857,67036,0,0,225,330,575,5,457,1,5,Personal,12.22,6,Petrol,Petrol,Vehicle_Size,1,ICE
2056,Maserati 777,Maserati,SUV,C,0,956,462,9,250,1714,46739,0,0,196,303,720,7,531,1,4,Personal,8.82,5,Petrol,Petrol,Vehicle_Size,1,ICE
2057,Cupra Z8,Cupra,Coupe,C,0,527,700,10.5,222,663,38392,0,0,137,196,603,3,326,1,3,Personal,15.38,2,Petrol,Petrol,Vehicle_Size,1,ICE
2058,Lamborghini M-Class,Lamborghini,Hatchback,E,1.4,900,389,8,250,731,73022,0,0,249,344,383,5,341,2,4,Personal,6.69,6,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2059,Mercedes-Benz HH5,Mercedes-Benz,Crossover,C,0,769,581,9.2,199,1524,37303,0,0,107,188,438,6,719,0,4,Sports,9.59,2,Diesel,Diesel,Vehicle_Size,0,ICE
2060,Volkswagen BB-66,Volkswagen,SUV,C,9.4,900,451,8.2,250,1944,58937,34,0,233,330,574,6,630,1,4,Personal,5.88,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2061,Porsche XX-55,Porsche,Hatchback,B,0,629,583,10,208,724,33342,0,0,161,241,562,5,488,1,4,Personal,11.14,3,Petrol,Petrol,Vehicle_Size,1,ICE
2062,Citroën G99,Citroën,Hatchback,D,1,900,431,10,241,747,57053,0,0,196,292,725,5,444,1,4,Personal,7.41,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2063,Volvo V6 Pro,Volvo,Sedan,D,0,1005,575,9,239,911,62080,0,0,227,462,635,5,431,1,5,Personal,9.48,6,Diesel,Diesel,Vehicle_Size,1,ICE
2064,BMW M3x,BMW,Hatchback,D,1.3,900,468,9.7,244,490,56877,0,0,220,307,647,5,437,1,3,Commercial,6.94,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2065,Fiat CC-66,Fiat,SUV,C,0,617,699,10,223,1849,40876,0,0,131,189,266,6,697,1,4,Commercial,13.35,3,Petrol,Petrol,Vehicle_Size,1,ICE
2066,Porsche UU9,Porsche,Coupe,C,15.6,900,443,8.7,234,530,47130,40,0,209,354,527,3,263,1,3,Personal,5.04,6,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2067,Volvo LL-5,Volvo,Wagon,B,0,689,578,11,183,1154,33643,0,0,105,175,647,5,718,0,4,Personal,9.53,1,Diesel,Diesel,Vehicle_Size,0,ICE
2068,Dacia 222,Dacia,MPV,F,0,1100,504,8.2,250,894,105349,0,0,247,438,875,6,808,2,4,Commercial,8.32,7,Diesel,Diesel,Vehicle_Size,2,ICE
2069,Peugeot L8x,Peugeot,SUV,B,0,638,636,11.1,222,1875,30726,0,0,125,211,364,5,474,1,5,Personal,12.15,2,Petrol,Petrol,Vehicle_Size,1,ICE
2070,Volvo N44,Volvo,Wagon,D,1.4,900,489,8,250,1097,53852,0,0,218,283,560,5,680,1,3,Personal,8.41,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2071,Mini X-Class,Mini,Crossover,D,0.8,900,500,9.8,245,1365,59807,0,0,191,340,353,5,670,1,4,Commercial,9.63,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2072,Alfa Romeo LL8,Alfa Romeo,Sedan,B,0,700,607,11.7,208,753,31222,0,0,94,166,532,5,430,0,5,Personal,10.01,2,Diesel,Diesel,Vehicle_Size,0,ICE
2073,Citroën FF3,Citroën,Sedan,C,0,897,536,11.1,185,665,34765,0,0,98,189,684,5,417,0,5,Commercial,8.84,4,Diesel,Diesel,Vehicle_Size,0,ICE
2074,Vauxhall AA2,Vauxhall,SUV,A,0,724,499,11.8,203,1855,25986,0,0,75,133,606,5,463,0,3,Commercial,9.54,2,Petrol,Petrol,Vehicle_Size,0,ICE
2075,Seat TT-5,Seat,Coupe,C,1.7,900,358,9.9,209,700,46551,0,0,135,235,525,2,325,1,4,Personal,6.16,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2076,Koenigsegg X9 Pro,Koenigsegg,SUV,F,0,906,700,6,250,1730,107245,0,0,359,506,634,7,692,2,5,Commercial,14.23,8,Petrol,Petrol,Vehicle_Size,2,ICE
2077,Cupra S-Class,Cupra,Sedan,C,0.9,793,500,9.5,245,999,44418,0,0,191,301,876,5,386,1,4,Sports,9.4,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2078,Renault N22,Renault,Pickup,F,0,986,635,7.1,250,2489,102553,0,0,301,453,604,3,0,2,5,Personal,12.13,7,Petrol,Petrol,Vehicle_Size,2,ICE
2079,Opel CC-2,Opel,Hatchback,B,0,655,654,10.4,207,733,33160,0,0,136,213,465,5,432,1,3,Commercial,12.49,2,Petrol,Petrol,Vehicle_Size,1,ICE
2080,Volkswagen I3x,Volkswagen,MPV,C,1.9,900,373,9.9,235,1192,42631,0,0,166,280,482,8,694,1,3,Personal,6.41,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2081,Seat SS6,Seat,Coupe,E,0,1100,549,8.2,250,594,72866,0,0,254,432,476,4,291,2,5,Personal,9.05,6,Diesel,Diesel,Vehicle_Size,2,ICE
2082,Renault E7x,Renault,Coupe,E,0,1100,464,8.3,250,355,73604,0,0,263,465,710,4,316,2,5,Personal,7.65,5,Diesel,Diesel,Vehicle_Size,2,ICE
2083,Honda 555,Honda,Coupe,C,14.4,900,423,8.9,250,512,48611,57,0,241,386,672,4,281,2,5,Personal,5.62,5,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2084,Renault 444,Renault,Sedan,D,0,1100,515,8.8,250,1036,55922,0,0,216,310,653,5,474,1,4,Commercial,9.85,5,Petrol,Petrol,Vehicle_Size,1,ICE
2085,Subaru BB-44,Subaru,Crossover,E,0,1064,549,8.2,250,1584,78879,0,0,238,382,686,6,591,1,5,Personal,10.49,7,Petrol,Petrol,Vehicle_Size,1,ICE
2086,Peugeot E5 Pro,Peugeot,Wagon,D,0,1100,466,9,250,1239,63279,0,0,241,381,573,5,876,2,4,Commercial,7.68,6,Diesel,Diesel,Vehicle_Size,2,ICE
2087,Skoda Q4,Skoda,Wagon,C,0,625,700,9.7,249,1212,46467,0,0,179,289,538,5,545,1,5,Personal,14,5,Petrol,Petrol,Vehicle_Size,1,ICE
2088,Skoda HH-4,Skoda,Sedan,B,0,679,631,10.7,211,857,33894,0,0,125,172,663,5,465,1,5,Personal,12.06,3,Petrol,Petrol,Vehicle_Size,1,ICE
2089,Suzuki VV-44,Suzuki,Sedan,A,0,649,498,11.6,187,858,22917,0,0,77,130,440,5,544,0,4,Personal,9.51,1,Petrol,Petrol,Vehicle_Size,0,ICE
2090,Ferrari A55,Ferrari,SUV,C,0,1100,450,10.2,240,1614,39042,0,0,144,232,519,5,626,1,3,Personal,6.15,3,Diesel,Diesel,Vehicle_Size,1,ICE
2091,Skoda AA-8,Skoda,SUV,C,0,611,700,10.6,192,1860,38355,0,0,102,166,630,7,769,0,4,Commercial,13.39,2,Petrol,Petrol,Vehicle_Size,0,ICE
2092,Vauxhall OO-99,Vauxhall,Crossover,B,0,575,685,10.1,205,1664,34100,0,0,122,194,428,6,515,1,4,Personal,13.08,3,Petrol,Petrol,Vehicle_Size,1,ICE
2093,Toyota T4 Pro,Toyota,Coupe,C,0,918,497,10.4,218,535,39883,0,0,121,182,385,3,220,1,4,Personal,9.49,3,Petrol,Petrol,Vehicle_Size,1,ICE
2094,Renault F9x,Renault,Wagon,C,1.3,900,364,10.2,231,1202,44056,0,0,153,248,415,5,583,1,5,Personal,6.26,2,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2095,Land Rover V7x,Land Rover,Crossover,C,0,703,626,10,232,1572,42829,0,0,170,293,876,7,682,1,3,Personal,11.96,3,Petrol,Petrol,Vehicle_Size,1,ICE
2096,Skoda X-Class,Skoda,Sedan,C,0,1069,450,8.8,249,646,44730,0,0,227,356,757,5,528,1,4,Commercial,7.21,4,Diesel,Diesel,Vehicle_Size,1,ICE
2097,Volkswagen O-Class,Volkswagen,SUV,C,0,763,648,10,242,1739,38005,0,0,160,262,620,6,605,1,4,Personal,12.38,1,Petrol,Petrol,Vehicle_Size,1,ICE
2098,Volvo HH6,Volvo,SUV,B,0,642,680,10,191,1791,26895,0,0,111,167,404,5,531,0,5,Personal,13,3,Petrol,Petrol,Vehicle_Size,0,ICE
2099,Mercedes-Benz M2 Pro,Mercedes-Benz,Sedan,E,0,877,696,8.1,250,695,77589,0,0,249,408,659,5,569,2,5,Personal,13.3,6,Petrol,Petrol,Vehicle_Size,2,ICE
2100,Peugeot L44,Peugeot,Hatchback,C,0,588,700,9.7,231,719,51339,0,0,191,331,768,5,373,1,4,Personal,14.48,4,Petrol,Petrol,Vehicle_Size,1,ICE
2101,Hyundai T3 Pro,Hyundai,SUV,B,0,768,571,9.6,209,1578,32720,0,0,146,272,631,6,637,1,4,Personal,9.42,4,Diesel,Diesel,Vehicle_Size,1,ICE
2102,Mercedes-Benz 888,Mercedes-Benz,Sedan,C,0,775,695,9.8,238,983,43803,0,0,168,266,468,5,574,1,4,Personal,11.46,4,Diesel,Diesel,Vehicle_Size,1,ICE
2103,Ford L2 Pro,Ford,Crossover,C,0,575,700,9.9,234,1527,41784,0,0,156,235,607,7,495,1,3,Personal,13.8,4,Petrol,Petrol,Vehicle_Size,1,ICE
2104,Porsche ZZ-6,Porsche,Hatchback,C,0,1100,450,10.7,190,677,38603,0,0,103,186,542,5,386,0,5,Personal,6.68,4,Diesel,Diesel,Vehicle_Size,0,ICE
2105,Lexus H8 Pro,Lexus,Sedan,C,0,983,513,10,250,991,43403,0,0,176,275,622,5,479,1,4,Personal,8.46,4,Diesel,Diesel,Vehicle_Size,1,ICE
2106,Mitsubishi T-Class,Mitsubishi,Hatchback,D,1.1,900,390,9.6,244,718,61912,0,0,180,292,442,5,319,1,5,Commercial,6.71,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2107,Mitsubishi UU-88,Mitsubishi,Crossover,D,0,1100,481,8.1,250,1557,56850,0,0,221,421,541,6,461,1,4,Personal,7.93,5,Diesel,Diesel,Vehicle_Size,1,ICE
2108,DS Automobiles TT-77,DS Automobiles,Crossover,B,0,657,594,11.4,197,1534,30332,0,0,86,144,445,6,501,0,5,Personal,11.34,1,Petrol,Petrol,Vehicle_Size,0,ICE
2109,Skoda 111,Skoda,SUV,C,0,1100,450,9.1,250,1697,47557,0,0,184,287,517,7,456,1,4,Personal,6.89,2,Diesel,Diesel,Vehicle_Size,1,ICE
2110,Audi P9 Pro,Audi,Hatchback,A,11.8,900,307,9.9,224,888,27564,49,0,109,180,508,5,394,0,4,Personal,5,1,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
2111,Volvo M8,Volvo,MPV,C,14.6,900,300,10.9,214,1349,39957,58,0,124,184,442,6,515,1,4,Personal,5,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2112,Koenigsegg C66,Koenigsegg,Crossover,C,1,900,438,9.1,214,1551,41893,0,0,158,223,741,5,630,1,3,Personal,7.53,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2113,Audi 555,Audi,Crossover,D,0,967,547,7.6,250,1518,66765,0,0,278,435,676,7,747,2,5,Commercial,10.45,6,Petrol,Petrol,Vehicle_Size,2,ICE
2114,Nissan Z-Class,Nissan,SUV,B,0,766,615,11.5,168,1890,28384,0,0,70,128,633,7,645,0,4,Personal,10.14,2,Diesel,Diesel,Vehicle_Size,0,ICE
2115,Volkswagen OO-33,Volkswagen,Coupe,D,0,1100,485,8.9,248,651,62104,0,0,212,372,610,2,379,1,5,Commercial,8,6,Diesel,Diesel,Vehicle_Size,1,ICE
2116,Aston Martin G8x,Aston Martin,MPV,C,1.9,900,469,10,215,1428,41815,0,0,130,223,287,5,763,1,5,Personal,6.96,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2117,Citroën S-Class,Citroën,SUV,C,0,879,480,8.6,250,1735,47000,0,0,200,276,671,6,464,1,4,Commercial,9.17,4,Petrol,Petrol,Vehicle_Size,1,ICE
2118,Volkswagen HH9,Volkswagen,Wagon,D,0,776,652,8.3,250,1325,61610,0,0,223,335,570,5,663,1,4,Personal,12.45,5,Petrol,Petrol,Vehicle_Size,1,ICE
2119,Mercedes-Benz E9x,Mercedes-Benz,Sedan,A,0.9,662,500,9.8,186,890,31991,0,0,122,176,573,5,425,1,4,Personal,8.73,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2120,Peugeot AA1,Peugeot,Crossover,C,17.6,900,300,9,250,1307,53725,31,0,207,274,565,5,585,1,3,Commercial,5,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2121,Citroën TT2,Citroën,SUV,C,1.3,900,405,9.2,245,1901,49457,0,0,180,264,291,5,630,1,4,Personal,6.02,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2122,Volkswagen 222,Volkswagen,Hatchback,D,1,900,312,8.1,224,876,61060,0,0,215,357,527,5,461,1,5,Personal,5.36,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2123,Citroën O3 Pro,Citroën,MPV,B,1.8,691,500,10.4,213,1317,34852,0,0,116,181,420,8,823,0,4,Personal,9.2,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2124,Renault HH-3,Renault,Convertible,E,0.9,900,500,7.8,250,0,74579,0,0,261,393,631,3,203,2,5,Personal,8.19,6,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2125,Seat A88,Seat,Sedan,F,12.4,900,300,7.2,250,947,108500,45,0,326,502,701,5,421,2,4,Personal,5,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2126,Seat 222,Seat,Pickup,D,1.5,900,459,9.1,250,2500,54988,0,0,215,314,838,2,0,1,4,Sports,7.9,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2127,Skoda 777,Skoda,Sedan,C,2,900,500,11.7,194,969,38850,0,0,94,128,563,5,418,0,4,Personal,9.15,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2128,Opel N8x,Opel,SUV,D,0,888,619,8.8,250,1948,65028,0,0,246,452,580,6,528,2,4,Personal,10.21,6,Diesel,Diesel,Vehicle_Size,2,ICE
2129,BMW L33,BMW,Coupe,B,0.8,900,404,8.2,250,613,45697,0,0,218,372,530,2,376,1,4,Personal,6.94,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2130,Volkswagen 666,Volkswagen,Sedan,E,0,1014,599,7.1,250,831,74383,0,0,248,483,711,5,503,2,5,Commercial,9.88,6,Diesel,Diesel,Vehicle_Size,2,ICE
2131,Renault X77,Renault,SUV,C,1.2,900,364,8,250,1803,45721,0,0,217,307,682,6,535,1,4,Sports,6.26,6,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2132,Hyundai Q-Class,Hyundai,Crossover,B,0,718,676,10.1,218,1439,32068,0,0,125,217,425,5,436,1,4,Personal,11.14,2,Diesel,Diesel,Vehicle_Size,1,ICE
2133,DS Automobiles I77,DS Automobiles,Hatchback,C,1,788,500,9.1,242,719,44047,0,0,146,230,508,5,411,1,3,Personal,10.39,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2134,Aston Martin HH-6,Aston Martin,SUV,D,0,1100,450,9,250,1576,56427,0,0,190,371,595,5,647,1,5,Sports,6.08,5,Diesel,Diesel,Vehicle_Size,1,ICE
2135,Volvo 888,Volvo,Sedan,E,0,938,608,8.3,250,1131,76290,0,0,253,354,408,5,530,2,4,Commercial,11.61,6,Petrol,Petrol,Vehicle_Size,2,ICE
2136,Koenigsegg 555,Koenigsegg,Crossover,C,1,657,500,9.8,222,1406,45475,0,0,141,193,621,5,721,1,3,Personal,10.8,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2137,Opel U1,Opel,Hatchback,C,0,938,489,9.6,238,638,49471,0,0,184,374,638,5,386,1,4,Personal,8.07,3,Diesel,Diesel,Vehicle_Size,1,ICE
2138,Kia B6 Pro,Kia,Sedan,D,0,1100,471,9.1,250,910,52991,0,0,184,291,587,5,617,1,4,Personal,7.77,4,Diesel,Diesel,Vehicle_Size,1,ICE
2139,Kia 111,Kia,Wagon,D,0,976,562,9.3,224,1035,55665,0,0,162,334,626,5,694,1,4,Personal,9.27,5,Diesel,Diesel,Vehicle_Size,1,ICE
2140,Vauxhall A1 Pro,Vauxhall,Hatchback,D,0,1100,450,10.1,250,660,54694,0,0,204,376,701,5,419,1,3,Commercial,7.36,6,Diesel,Diesel,Vehicle_Size,1,ICE
2141,Land Rover NN5,Land Rover,SUV,C,0,693,601,10.5,206,1820,38722,0,0,117,182,752,7,803,0,4,Personal,11.48,2,Petrol,Petrol,Vehicle_Size,0,ICE
2142,Fiat T6,Fiat,Wagon,D,0,958,559,9.6,222,1398,53489,0,0,177,247,635,5,648,1,4,Personal,10.69,4,Petrol,Petrol,Vehicle_Size,1,ICE
2143,Kia 444,Kia,Wagon,E,0,1100,498,8.6,250,1217,73862,0,0,263,523,520,5,517,2,5,Commercial,8.22,5,Diesel,Diesel,Vehicle_Size,2,ICE
2144,Ford FF-99,Ford,Hatchback,B,0,486,700,11.9,167,651,26096,0,0,70,100,830,5,469,0,5,Sports,14.4,1,Petrol,Petrol,Vehicle_Size,0,ICE
2145,Opel MM-2,Opel,Coupe,C,0,849,598,8.6,250,365,49816,0,0,218,377,496,4,311,1,4,Personal,9.87,5,Diesel,Diesel,Vehicle_Size,1,ICE
2146,Porsche U66,Porsche,Wagon,A,0,772,547,10.8,227,1457,31717,0,0,138,209,629,5,861,1,4,Personal,9.03,2,Diesel,Diesel,Vehicle_Size,1,ICE
2147,BMW P33,BMW,SUV,C,0,912,501,10.2,212,1809,39228,0,0,120,157,497,7,786,0,5,Personal,9.57,3,Petrol,Petrol,Vehicle_Size,0,ICE
2148,DS Automobiles E8 Pro,DS Automobiles,Wagon,D,0,1021,577,9.7,250,1210,56918,0,0,204,391,608,5,693,1,4,Commercial,9.52,4,Diesel,Diesel,Vehicle_Size,1,ICE
2149,Kia U1,Kia,Wagon,B,0,707,608,9.4,210,1035,33230,0,0,140,197,580,5,782,1,5,Personal,11.61,3,Petrol,Petrol,Vehicle_Size,1,ICE
2150,BMW D5 Pro,BMW,Crossover,C,0,732,624,9.8,239,1563,44282,0,0,153,245,597,5,708,1,4,Personal,11.91,3,Petrol,Petrol,Vehicle_Size,1,ICE
2151,Mazda D-Class,Mazda,Crossover,A,0,634,577,9.9,222,1429,30724,0,0,165,275,715,7,680,1,4,Commercial,11.01,4,Petrol,Petrol,Vehicle_Size,1,ICE
2152,Volkswagen T99,Volkswagen,Wagon,E,0,1100,605,8.5,250,1377,75050,0,0,255,454,574,5,671,2,4,Personal,9.98,6,Diesel,Diesel,Vehicle_Size,2,ICE
2153,Kia D88,Kia,Pickup,D,1.1,900,500,7.6,250,2500,63136,0,0,263,428,656,2,0,2,4,Personal,8.98,5,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2154,Ford UU-3,Ford,Crossover,C,0,721,613,10,177,1515,34042,0,0,92,130,578,6,563,0,4,Personal,11.72,1,Petrol,Petrol,Vehicle_Size,0,ICE
2155,Lexus PP9,Lexus,Coupe,D,0,1070,500,10.4,217,341,50631,0,0,143,244,818,2,281,1,4,Personal,9.56,3,Petrol,Petrol,Vehicle_Size,1,ICE
2156,Vauxhall P2x,Vauxhall,Wagon,B,1.6,725,500,8.9,248,1188,39387,0,0,207,291,634,5,788,1,3,Personal,10.34,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2157,BMW C6 Pro,BMW,Coupe,D,0,1100,450,9.1,247,474,53240,0,0,188,344,475,4,304,1,4,Personal,6.87,5,Diesel,Diesel,Vehicle_Size,1,ICE
2158,Citroën MM-3,Citroën,MPV,D,1.1,900,500,10.7,223,1215,55762,0,0,168,289,716,6,565,1,4,Personal,8.39,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2159,Fiat QQ-4,Fiat,Sedan,B,0,787,515,10.2,200,664,34378,0,0,128,250,524,5,484,1,4,Personal,8.49,4,Diesel,Diesel,Vehicle_Size,1,ICE
2160,Volkswagen B6x,Volkswagen,Hatchback,F,14.6,900,300,5.6,250,591,113450,36,0,396,524,584,5,373,3,4,Personal,5,10,Hybrid,Petrol+Electric,Vehicle_Size,3,Hybrid
